age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
37,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
65,Self Employed,9,Married,Professional,Husband,48,1,0,1,1,0
43,Government,14,Married,Professional,Husband,40,1,1,1,1,0
45,Private,9,Never-married,Administrative,Shared Housing,44,1,0,1,1,0
24,Government,13,Never-married,Management,Shared Housing,40,0,0,1,1,0
24,Private,10,Never-married,Simple Services,Shared Housing,42,1,0,1,1,0
19,Government,10,Never-married,Public Safety,Child,35,1,0,1,1,0
37,Private,13,Married,Professional,Husband,65,1,1,1,1,0
24,Private,9,Never-married,Administrative,Child,35,0,0,1,1,0
34,Private,10,Married,Simple Services,Husband,40,1,0,1,0,0
50,Government,9,Married,Simple Services,Wife,39,0,0,1,1,0
36,Private,9,Married,Specialized Services,Husband,40,1,0,1,0,0
39,Private,13,Married,Sales,Husband,60,1,0,1,1,0
44,Self Employed,4,Married,Specialized Services,Husband,38,1,0,1,1,0
45,Government,9,Married,Simple Services,Husband,40,1,0,1,1,0
32,Government,7,Never-married,Public Safety,Child,40,1,0,1,1,0
47,Government,14,Married,Management,Husband,40,1,1,0,1,0
50,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
32,Private,11,Married,Simple Services,Husband,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
28,Private,9,Widowed/Separated,Sales,Shared Housing,50,1,0,1,1,0
39,Government,14,Never-married,Professional,Shared Housing,40,1,1,1,0,0
21,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,1
73,Self Employed,10,Widowed/Separated,Professional,Shared Housing,75,0,0,1,1,0
39,Private,4,Married,Simple Services,Husband,40,1,0,1,0,1
25,Private,10,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
31,Private,10,Married,Sales,Wife,20,0,0,1,1,0
51,Private,10,Widowed/Separated,Sales,Shared Housing,32,0,0,1,1,0
39,Private,13,Married,Administrative,Wife,28,0,0,1,1,0
31,Private,13,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
21,Private,10,Never-married,Sales,Child,17,1,0,0,1,0
46,Private,13,Widowed/Separated,Management,Shared Housing,50,1,1,1,1,1
73,Private,9,Widowed/Separated,Management,Shared Housing,35,0,0,1,1,0
41,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
20,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
27,Private,12,Never-married,Simple Services,Shared Housing,30,1,0,1,1,0
24,Private,13,Never-married,Professional,Shared Housing,35,1,0,1,1,0
20,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
39,Private,11,Never-married,Simple Services,Child,40,1,0,1,1,0
27,Private,13,Never-married,Simple Services,Shared Housing,28,1,0,1,1,0
33,Private,7,Married,Sales,Husband,60,1,0,1,1,0
33,Private,9,Married,Simple Services,Husband,40,1,0,0,1,0
36,Government,5,Married,Specialized Services,Husband,40,1,0,0,1,0
55,Private,10,Married,Management,Husband,36,1,0,1,1,0
19,Private,10,Never-married,Simple Services,Child,40,1,0,1,1,0
35,Private,9,Never-married,Management,Shared Housing,60,1,0,1,1,0
34,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,0,0,0
62,Government,15,Widowed/Separated,Professional,Shared Housing,35,0,0,1,1,0
33,Self Employed,10,Married,Specialized Services,Husband,40,1,1,1,1,0
39,Private,5,Married,Specialized Services,Husband,55,1,0,1,0,1
36,Government,10,Married,Specialized Services,Husband,40,1,0,1,1,0
41,Private,13,Widowed/Separated,Administrative,Single,33,0,0,1,1,0
39,Self Employed,9,Married,Specialized Services,Husband,60,1,0,1,1,0
18,Private,9,Never-married,Administrative,Child,10,0,0,1,1,0
61,Private,10,Married,Management,Husband,45,1,1,1,1,1
20,Government,11,Never-married,Administrative,Child,36,0,0,1,1,0
35,Self Employed,9,Married,Simple Services,Husband,65,1,1,1,1,0
27,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
66,Private,6,Widowed/Separated,Simple Services,Single,38,0,0,1,1,0
21,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
20,Private,10,Never-married,Simple Services,Child,18,0,0,1,1,0
34,Private,10,Widowed/Separated,Administrative,Child,40,1,0,1,1,0
31,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,0,0,1,1,0
41,Private,16,Married,Professional,Husband,60,1,0,1,1,0
64,Government,2,Married,Professional,Husband,45,1,0,0,0,0
32,Private,13,Never-married,Management,Shared Housing,40,0,0,1,1,0
30,Government,9,Married,Simple Services,Husband,50,1,1,1,1,0
36,Self Employed,13,Married,Professional,Husband,72,1,0,1,1,0
22,Private,10,Never-married,Professional,Child,12,1,0,1,1,0
53,Government,10,Married,Management,Husband,50,1,0,1,1,0
50,Private,9,Widowed/Separated,Administrative,Shared Housing,40,0,0,0,1,0
36,Private,13,Married,Management,Husband,40,1,0,1,1,0
41,Self Employed,7,Married,Management,Husband,40,1,0,1,1,0
55,Private,13,Never-married,Management,Shared Housing,35,0,0,1,1,0
38,Private,13,Married,Sales,Husband,50,1,1,1,1,1
28,Private,13,Never-married,Management,Shared Housing,50,1,0,0,1,1
24,Government,13,Never-married,Professional,Child,37,0,0,1,1,0
60,Private,10,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
54,Private,6,Married,Simple Services,Husband,40,1,0,0,1,0
27,Self Employed,9,Married,Specialized Services,Husband,60,1,0,1,1,0
30,Private,14,Married,Professional,Wife,30,0,0,1,1,0
54,Private,9,Widowed/Separated,Simple Services,Shared Housing,45,1,0,1,1,0
44,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,1
52,Private,9,Married,Simple Services,Husband,60,1,1,1,1,0
18,Private,7,Never-married,Simple Services,Child,20,1,0,1,1,0
55,Private,4,Married,Simple Services,Husband,50,1,0,1,1,0
35,Private,13,Married,Professional,Husband,50,1,1,1,1,0
37,Private,13,Widowed/Separated,Management,Shared Housing,40,0,1,1,1,0
22,Private,10,Never-married,Administrative,Child,40,0,0,1,1,0
45,Private,13,Married,Management,Husband,45,1,1,1,0,0
38,Private,13,Married,Professional,Husband,60,1,0,1,1,0
48,Private,13,Married,Professional,Husband,40,1,0,1,1,0
35,Private,11,Married,Simple Services,Husband,40,1,0,1,1,0
21,Private,11,Married,Specialized Services,Shared Housing,50,1,0,1,1,0
37,Self Employed,9,Married,Specialized Services,Husband,60,1,1,0,0,0
18,Private,7,Never-married,Sales,Child,25,1,0,1,1,0
26,Private,6,Widowed/Separated,Simple Services,Child,35,1,0,1,1,0
48,Self Employed,13,Married,Specialized Services,Husband,50,1,0,1,1,0
51,Private,10,Widowed/Separated,Administrative,Shared Housing,40,1,1,0,1,1
52,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
32,Government,13,Married,Professional,Husband,40,1,1,1,1,0
39,Self Employed,13,Married,Simple Services,Husband,60,1,0,1,1,0
51,Private,13,Married,Professional,Husband,40,1,1,1,1,0
54,Private,13,Married,Sales,Husband,50,1,0,1,1,0
21,Private,10,Never-married,Professional,Shared Housing,25,0,0,1,1,0
43,Private,9,Widowed/Separated,Administrative,Single,40,0,0,0,1,0
32,Private,10,Never-married,Administrative,Child,40,0,0,1,1,0
31,Government,14,Married,Professional,Husband,35,1,1,1,1,0
26,Private,10,Never-married,Administrative,Shared Housing,60,1,0,0,0,0
35,Private,9,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
73,Private,3,Married,Management,Husband,54,1,1,1,1,0
25,Self Employed,13,Never-married,Sales,Shared Housing,40,0,0,1,1,0
58,Self Employed,11,Married,Professional,Husband,65,1,0,1,1,0
32,Private,9,Widowed/Separated,Simple Services,Child,37,0,0,1,1,0
28,Private,13,Married,Professional,Husband,40,1,0,1,1,0
41,Self Employed,14,Never-married,Sales,Shared Housing,30,0,0,1,1,0
53,Self Employed,9,Married,Specialized Services,Husband,48,1,0,1,1,0
49,Private,9,Widowed/Separated,Administrative,Single,35,0,0,1,1,0
55,Private,13,Married,Professional,Husband,40,1,1,1,1,0
29,Private,10,Married,Administrative,Wife,50,0,1,1,1,1
28,Self Employed,11,Married,Professional,Husband,80,1,0,1,1,0
44,Private,9,Married,Specialized Services,Husband,45,1,0,1,1,0
41,Private,14,Married,Management,Husband,45,1,1,1,1,0
26,Private,11,Married,Sales,Husband,45,1,1,1,1,1
23,Private,9,Married,Sales,Husband,40,1,1,1,1,0
37,Self Employed,13,Married,Professional,Wife,40,0,1,1,0,0
23,Private,13,Never-married,Professional,Child,50,1,1,1,1,1
33,Private,10,Never-married,Simple Services,Single,40,0,0,0,1,0
44,Private,9,Never-married,Specialized Services,Child,40,1,1,1,1,0
21,Private,10,Never-married,Public Safety,Child,30,1,0,1,1,1
36,Private,7,Married,Management,Husband,40,1,0,1,0,0
44,Government,13,Married,Administrative,Husband,40,1,0,1,1,1
23,Private,9,Never-married,Simple Services,Single,40,0,0,0,1,0
26,Private,9,Widowed/Separated,Management,Child,40,1,0,1,1,0
32,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,1,0,0
31,Private,10,Married,Simple Services,Husband,40,1,1,1,1,0
50,Government,9,Widowed/Separated,Management,Single,35,0,0,0,1,1
18,Self Employed,10,Never-married,Administrative,Child,20,0,0,1,1,0
49,Private,13,Married,Management,Husband,50,1,1,1,1,0
59,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
38,Private,9,Widowed/Separated,Simple Services,Single,28,0,0,0,1,0
50,Self Employed,10,Married,Sales,Husband,55,1,0,1,1,0
51,Self Employed,10,Married,Specialized Services,Husband,55,1,0,1,1,0
22,Private,10,Never-married,Simple Services,Child,35,1,0,0,1,0
54,Private,9,Married,Simple Services,Wife,40,0,1,1,1,0
37,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
31,Private,13,Widowed/Separated,Administrative,Single,60,1,0,1,1,0
67,Government,13,Married,Management,Husband,40,1,0,1,1,0
21,Private,10,Never-married,Management,Shared Housing,40,0,0,1,1,0
30,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
32,Government,10,Married,Public Safety,Husband,50,1,0,1,0,0
36,Private,11,Never-married,Specialized Services,Child,40,1,0,0,1,0
33,Government,13,Never-married,Administrative,Shared Housing,40,1,0,0,1,0
37,Private,9,Married,Specialized Services,Husband,56,1,0,1,1,0
29,Private,15,Married,Professional,Husband,48,1,1,1,1,1
26,Private,10,Never-married,Sales,Shared Housing,40,1,0,0,0,0
51,Private,4,Married,Professional,Husband,40,1,0,1,1,0
39,Private,9,Married,Simple Services,Husband,40,1,0,1,0,0
18,Private,9,Never-married,Simple Services,Shared Housing,30,1,0,1,1,0
52,Private,8,Married,Simple Services,Husband,40,1,0,1,1,0
31,Private,10,Married,Professional,Husband,40,1,0,1,0,0
45,Private,13,Married,Management,Husband,53,1,1,1,1,1
38,Private,10,Married,Simple Services,Husband,38,1,0,1,1,0
21,Private,12,Never-married,Sales,Shared Housing,35,0,0,1,1,0
33,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
39,Private,10,Widowed/Separated,Specialized Services,Single,40,1,0,1,1,0
31,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
43,Private,13,Married,Management,Husband,50,1,1,1,1,0
33,Self Employed,13,Married,Management,Husband,45,1,1,1,1,1
49,Self Employed,9,Married,Professional,Husband,60,1,0,1,1,0
41,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
55,Self Employed,10,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
52,Private,10,Widowed/Separated,Administrative,Shared Housing,37,0,0,0,1,0
42,Private,13,Widowed/Separated,Professional,Shared Housing,40,1,0,0,1,0
24,Private,10,Never-married,Administrative,Child,30,0,0,1,1,0
42,Private,9,Married,Administrative,Shared Housing,52,1,0,1,1,0
41,Government,13,Married,Management,Husband,40,1,1,1,1,1
35,Private,9,Married,Simple Services,Husband,40,1,0,1,0,0
54,Government,14,Widowed/Separated,Management,Shared Housing,42,1,1,1,1,0
24,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,1,0,0
57,Government,13,Married,Management,Wife,40,0,1,1,1,0
58,Government,14,Married,Management,Husband,40,1,1,1,1,1
32,Private,9,Never-married,Simple Services,Single,40,1,0,0,1,0
22,Private,9,Never-married,Sales,Child,25,0,0,1,1,1
20,Private,9,Widowed/Separated,Simple Services,Single,25,0,0,1,1,0
26,Government,9,Never-married,Administrative,Child,20,0,0,0,0,0
33,Private,7,Married,Specialized Services,Husband,40,1,0,1,1,0
19,Private,6,Never-married,Sales,Single,40,0,0,1,1,0
50,Self Employed,9,Married,Simple Services,Wife,20,0,1,1,1,1
32,Private,9,Married,Sales,Husband,40,1,0,1,1,0
51,Government,13,Married,Simple Services,Husband,40,1,1,0,1,0
18,Private,10,Never-married,Sales,Child,20,0,0,0,1,0
35,Government,14,Married,Management,Husband,50,1,1,1,1,0
46,Private,9,Widowed/Separated,Specialized Services,Shared Housing,55,1,0,1,1,0
37,Private,9,Widowed/Separated,Sales,Single,45,1,0,1,1,0
45,Private,10,Married,Administrative,Wife,20,0,1,1,1,0
63,Private,5,Married,Simple Services,Husband,32,1,0,1,1,0
53,Private,9,Never-married,Simple Services,Shared Housing,10,1,0,0,0,0
24,Private,9,Never-married,Administrative,Child,40,0,0,0,1,0
47,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
41,Private,9,Never-married,Management,Single,40,0,0,1,1,0
27,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,1
35,Self Employed,9,Married,Management,Husband,75,1,0,0,1,0
19,Private,10,Never-married,Administrative,Child,24,0,0,1,1,0
47,Private,10,Widowed/Separated,Simple Services,Shared Housing,35,0,0,1,1,0
25,Government,13,Never-married,Administrative,Single,40,0,0,0,1,0
59,Government,15,Married,Management,Husband,40,1,1,1,1,0
28,Private,6,Never-married,Simple Services,Single,40,0,0,1,1,0
17,Private,6,Never-married,Sales,Child,20,0,0,1,1,0
21,Private,10,Never-married,Management,Child,50,1,0,0,0,1
31,Private,9,Widowed/Separated,Sales,Single,40,0,0,0,0,0
49,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
48,Government,14,Married,Professional,Husband,50,1,1,1,1,1
60,Self Employed,16,Widowed/Separated,Sales,Shared Housing,20,1,0,1,1,0
33,Self Employed,8,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
40,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
42,Private,10,Married,Specialized Services,Husband,52,1,0,1,1,0
34,Private,9,Married,Simple Services,Husband,40,1,0,1,1,1
38,Government,11,Widowed/Separated,Administrative,Child,52,1,0,0,1,0
58,Self Employed,10,Married,Management,Husband,70,1,1,1,1,0
52,Private,10,Widowed/Separated,Sales,Shared Housing,55,0,0,1,1,0
22,Government,10,Married,Public Safety,Husband,40,1,0,1,1,0
24,Private,13,Married,Professional,Husband,35,1,1,1,1,0
39,Private,9,Widowed/Separated,Simple Services,Single,40,0,0,1,0,0
41,Private,14,Married,Management,Husband,55,1,1,1,1,1
56,Private,5,Married,Specialized Services,Husband,40,1,0,1,1,1
21,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
29,Private,9,Widowed/Separated,Sales,Single,25,0,0,1,1,0
45,Private,11,Widowed/Separated,Simple Services,Shared Housing,10,1,0,1,1,0
44,Government,10,Married,Public Safety,Husband,80,1,1,1,1,0
54,Private,14,Married,Professional,Husband,45,1,1,1,1,0
24,Private,10,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,1
40,Private,13,Married,Management,Husband,50,1,0,1,1,0
43,Government,13,Never-married,Professional,Child,60,1,1,1,1,1
41,Self Employed,7,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
32,Private,11,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
31,Private,13,Married,Administrative,Wife,25,0,0,1,0,0
26,Private,9,Widowed/Separated,Administrative,Shared Housing,40,1,0,1,1,0
50,Government,13,Married,Specialized Services,Husband,40,1,1,1,1,0
62,Self Employed,11,Married,Management,Husband,40,1,0,1,1,1
24,Private,9,Married,Simple Services,Husband,45,1,0,1,1,1
58,Private,13,Widowed/Separated,Management,Shared Housing,65,1,1,1,1,0
44,Self Employed,10,Married,Specialized Services,Husband,40,1,1,1,1,0
44,Private,8,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
37,Self Employed,10,Married,Simple Services,Husband,50,1,1,1,1,0
65,Self Employed,4,Never-married,Professional,Shared Housing,40,1,0,1,1,1
33,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,0
56,Self Employed,14,Married,Professional,Husband,60,1,1,1,1,0
35,Private,14,Married,Management,Husband,48,1,1,1,1,0
33,Private,13,Never-married,Professional,Child,40,1,0,1,1,0
35,Private,13,Married,Specialized Services,Husband,48,1,0,1,1,0
47,Self Employed,10,Married,Management,Shared Housing,60,0,0,1,1,0
35,Self Employed,5,Married,Specialized Services,Husband,96,1,0,0,1,0
56,Private,10,Widowed/Separated,Sales,Single,40,0,0,1,1,0
29,Self Employed,14,Never-married,Professional,Child,40,1,0,1,1,0
53,Self Employed,15,Married,Professional,Husband,50,1,1,0,0,1
42,Private,11,Widowed/Separated,Sales,Single,25,0,0,0,1,0
24,Private,13,Never-married,Specialized Services,Shared Housing,50,1,0,1,0,0
33,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
42,Private,6,Married,Sales,Husband,45,1,0,1,1,0
38,Government,10,Married,Public Safety,Husband,50,1,1,1,1,0
32,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
20,Self Employed,4,Never-married,Specialized Services,Child,20,1,0,1,1,0
32,Private,9,Married,Specialized Services,Husband,50,1,0,1,1,0
28,Government,10,Married,Public Safety,Husband,40,1,1,1,1,0
51,Private,9,Married,Specialized Services,Husband,55,1,1,1,1,0
41,Government,9,Never-married,Simple Services,Child,30,1,0,1,1,0
37,Government,12,Married,Simple Services,Single,50,0,0,0,1,0
23,Private,9,Married,Simple Services,Wife,40,0,0,1,1,0
40,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
47,Private,6,Married,Simple Services,Husband,40,1,0,1,1,0
46,Self Employed,9,Married,Management,Husband,50,1,0,1,1,0
24,Private,13,Never-married,Sales,Shared Housing,40,1,0,1,1,0
40,Private,9,Widowed/Separated,Simple Services,Single,28,0,0,0,1,0
30,Self Employed,9,Married,Simple Services,Child,60,1,0,0,0,0
41,Government,15,Widowed/Separated,Professional,Shared Housing,52,0,1,0,1,0
37,Government,13,Married,Administrative,Wife,45,0,1,0,1,0
49,Government,9,Married,Simple Services,Husband,40,1,0,0,0,0
41,Government,13,Married,Management,Wife,50,0,1,0,1,0
52,Government,11,Married,Management,Husband,35,1,0,1,1,0
23,Private,10,Never-married,Sales,Shared Housing,50,1,0,1,1,0
34,Private,9,Widowed/Separated,Specialized Services,Single,40,0,0,0,1,1
25,Government,13,Never-married,Management,Shared Housing,40,0,1,1,1,0
44,Self Employed,9,Married,Specialized Services,Husband,45,1,1,1,1,0
31,Government,9,Widowed/Separated,Professional,Single,33,1,0,1,1,0
53,Private,13,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
62,Private,9,Married,Management,Husband,50,1,0,1,1,0
35,Private,13,Never-married,Management,Shared Housing,55,1,0,1,1,0
30,Government,13,Never-married,Professional,Shared Housing,40,1,0,1,1,0
48,Government,9,Married,Administrative,Wife,40,0,1,1,1,0
36,Private,13,Never-married,Professional,Shared Housing,40,0,1,1,1,0
32,Private,7,Widowed/Separated,Simple Services,Shared Housing,33,1,0,1,1,0
22,Private,10,Never-married,Simple Services,Child,28,0,0,1,1,0
19,Private,9,Never-married,Professional,Shared Housing,40,0,0,1,1,0
26,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
56,Government,10,Married,Management,Husband,35,1,1,1,1,0
45,Private,4,Widowed/Separated,Simple Services,Single,21,0,0,1,1,0
23,Private,10,Never-married,Administrative,Child,40,0,0,0,0,0
31,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
30,Private,7,Never-married,Sales,Single,8,0,0,1,1,0
